timestamp,spot_price,signal,confidence,valid_signal,suggested_option,suggested_strike,suggested_option_atm,suggested_option_itm,suggested_option_otm
2025-11-06 09:15:00,22473.73,HOLD,0.9987176086475994,False,,,,,
2025-11-06 09:20:00,22471.86,HOLD,0.99797694349977,False,,,,,
2025-11-06 09:25:00,22476.2,HOLD,0.9976469104871427,False,,,,,
2025-11-06 09:30:00,22460.89,HOLD,0.9976469104871427,False,,,,,
2025-11-06 09:35:00,22463.4,HOLD,0.9984400621518473,False,,,,,
2025-11-06 09:40:00,22461.6,HOLD,0.9981087297254394,False,,,,,
2025-11-06 09:45:00,22462.49,HOLD,0.9981087297254394,False,,,,,
2025-11-06 09:50:00,22460.15,HOLD,0.9981100291392201,False,,,,,
2025-11-06 09:55:00,22451.69,HOLD,0.9981074135303584,False,,,,,
2025-11-06 10:00:00,22436.01,HOLD,0.9981087297254394,False,,,,,
2025-11-06 10:05:00,22437.38,HOLD,0.99797694349977,False,,,,,
2025-11-06 10:10:00,22431.63,HOLD,0.9983862762211912,False,,,,,
2025-11-06 10:15:00,22417.52,HOLD,0.9976455942920617,False,,,,,
2025-11-06 10:20:00,22422.41,HOLD,0.9976455942920617,False,,,,,
2025-11-06 10:25:00,22419.94,HOLD,0.99797694349977,False,,,,,
2025-11-06 10:30:00,22418.46,HOLD,0.99797694349977,False,,,,,
2025-11-06 10:35:00,22429.31,HOLD,0.9987163092338186,False,,,,,
2025-11-06 10:40:00,22424.14,HOLD,0.9987163092338186,False,,,,,
2025-11-06 10:45:00,22436.66,HOLD,0.9993933237908103,False,,,,,
2025-11-06 10:50:00,22434.27,HOLD,0.9993933237908103,False,,,,,
2025-11-06 10:55:00,22437.13,HOLD,0.9987851962317693,False,,,,,
2025-11-06 11:00:00,22433.11,HOLD,0.999722453504248,False,,,,,
2025-11-06 11:05:00,22437.22,HOLD,1.0,False,,,,,
2025-11-06 11:10:00,22434.6,HOLD,1.0,False,,,,,
2025-11-06 11:15:00,22436.69,HOLD,0.9984400621518473,False,,,,,
2025-11-06 11:20:00,22433.32,HOLD,0.998254489995522,False,,,,,
2025-11-06 11:25:00,22436.55,HOLD,0.99797694349977,False,,,,,
2025-11-06 11:30:00,22435.96,HOLD,0.99797694349977,False,,,,,
2025-11-06 11:35:00,22455.66,HOLD,0.9986514599837187,False,,,,,
2025-11-06 11:40:00,22446.31,HOLD,0.999722453504248,False,,,,,
2025-11-06 11:45:00,22439.04,HOLD,1.0,False,,,,,
2025-11-06 11:50:00,22456.56,HOLD,0.99797694349977,False,,,,,
2025-11-06 11:55:00,22452.53,HOLD,0.9969403484239946,False,,,,,
2025-11-06 12:00:00,22456.32,HOLD,0.9987176086475994,False,,,,,
2025-11-06 12:05:00,22453.75,HOLD,1.0,False,,,,,
2025-11-06 12:10:00,22464.2,HOLD,0.998254489995522,False,,,,,
2025-11-06 12:15:00,22470.46,HOLD,0.9977558681716133,False,,,,,
2025-11-06 12:20:00,22472.83,HOLD,0.9979763954491082,False,,,,,
2025-11-06 12:25:00,22474.69,HOLD,0.9976450462413998,False,,,,,
2025-11-06 12:30:00,22478.48,HOLD,0.9981074135303584,False,,,,,
2025-11-06 12:35:00,22484.78,HOLD,0.9981087297254394,False,,,,,
2025-11-06 12:40:00,22488.08,HOLD,0.9981087297254394,False,,,,,
2025-11-06 12:45:00,22482.05,HOLD,0.9990632907781829,False,,,,,
2025-11-06 12:50:00,22484.78,HOLD,0.9981087297254394,False,,,,,
2025-11-06 12:55:00,22496.41,HOLD,0.9981081648934772,False,,,,,
2025-11-06 13:00:00,22489.55,HOLD,0.9996699669873726,False,,,,,
2025-11-06 13:05:00,22495.26,HOLD,0.9990632907781829,False,,,,,
2025-11-06 13:10:00,22483.15,HOLD,1.0,False,,,,,
2025-11-06 13:15:00,22473.18,HOLD,0.999722453504248,False,,,,,
2025-11-06 13:20:00,22474.41,HOLD,0.9981100291392201,False,,,,,
2025-11-06 13:25:00,22478.9,HOLD,0.9990632907781829,False,,,,,
2025-11-06 13:30:00,22471.39,HOLD,0.9990632907781829,False,,,,,
2025-11-06 13:35:00,22502.22,HOLD,0.9976450462413998,True,,,,,
2025-11-06 13:40:00,22507.43,HOLD,0.9976450462413998,True,,,,,
2025-11-06 13:45:00,22505.53,HOLD,0.9779542345189084,True,,,,,
2025-11-06 13:50:00,22490.59,HOLD,0.9987851962317693,False,,,,,
2025-11-06 13:55:00,22499.31,HOLD,0.9981081648934772,False,,,,,
2025-11-06 14:00:00,22504.74,HOLD,0.9996699669873726,False,,,,,
2025-11-06 14:05:00,22499.53,HOLD,1.0,False,,,,,
2025-11-06 14:10:00,22501.02,HOLD,1.0,False,,,,,
2025-11-06 14:15:00,22500.1,HOLD,0.9991157772950584,False,,,,,
2025-11-06 14:20:00,22497.43,HOLD,1.0,False,,,,,
2025-11-06 14:25:00,22500.67,HOLD,0.9990632907781829,False,,,,,
2025-11-06 14:30:00,22508.93,HOLD,0.9990632907781829,False,,,,,
2025-11-06 14:35:00,22503.27,HOLD,0.9996699669873726,False,,,,,
2025-11-06 14:40:00,22502.79,HOLD,0.999722453504248,False,,,,,
2025-11-06 14:45:00,22492.81,HOLD,1.0,False,,,,,
2025-11-06 14:50:00,22493.85,HOLD,0.9993911042965397,False,,,,,
2025-11-06 14:55:00,22493.93,HOLD,0.99878442808735,False,,,,,
2025-11-06 15:00:00,22489.13,HOLD,0.9981087297254394,False,,,,,
2025-11-06 15:05:00,22494.43,HOLD,0.9983214269710915,False,,,,,
2025-11-06 15:10:00,22478.81,HOLD,0.9976469104871427,False,,,,,
2025-11-06 15:15:00,22473.83,HOLD,0.9976450462413998,False,,,,,
2025-11-06 15:20:00,22480.63,HOLD,0.9791083812140409,False,,,,,
2025-11-06 15:25:00,22483.09,HOLD,0.9778982410126759,False,,,,,
2025-11-06 15:30:00,22478.61,HOLD,0.9778982410126759,False,,,,,
